First Byte, Second Byte, Brainwave Value, 25
253, 24, 64792 
248, 0, 63488 
7, 82, 1874 
6, 235, 1771 
6, 157, 1693 
6, 99, 1635 
248, 0, 63488 
248, 0, 63488 
7, 99, 1891 
7, 5, 1797 
3, 5, 773 
248, 0, 63488 
6, 226, 1762 
6, 229, 1765 
6, 150, 1686 
6, 86, 1622 
252, 121, 64633 
248, 0, 63488 
5, 28, 1308 
7, 16, 1808 
6, 86, 1622 
248, 0, 63488 
255, 234, 65514 
7, 3, 1795 
6, 172, 1708 
6, 104, 1640 
4, 102, 1126 
248, 0, 63488 
252, 115, 64627 
7, 35, 1827 
6, 217, 1753 
250, 51, 64051 
248, 181, 63669 
7, 40, 1832 
6, 200, 1736 
6, 128, 1664 
6, 71, 1607 
248, 0, 63488 
248, 0, 63488 
7, 73, 1865 
6, 244, 1780 
255, 46, 65326 
248, 0, 63488 
7, 75, 1867 
6, 229, 1765 
6, 151, 1687 
6, 89, 1625 
248, 0, 63488 
248, 0, 63488 
7, 99, 1891 
7, 18, 1810 
4, 161, 1185 
248, 0, 63488 
5, 71, 1351 
6, 247, 1783 
6, 166, 1702 
6, 100, 1636 
255, 74, 65354 
248, 0, 63488 
2, 51, 563 
7, 33, 1825 
6, 204, 1740 
249, 226, 63970 
255, 218, 65498 
6, 234, 1770 
6, 150, 1686 
6, 82, 1618 
5, 57, 1337 
248, 0, 63488 
248, 57, 63545 
7, 41, 1833 
6, 220, 1756 
252, 6, 64518 
248, 249, 63737 
7, 21, 1813 
6, 181, 1717 
6, 109, 1645 
6, 54, 1590 
248, 0, 63488 
248, 0, 63488 
7, 67, 1859 
6, 233, 1769 
0, 195, 195 
248, 0, 63488 
7, 25, 1817 
6, 180, 1716 
6, 105, 1641 
6, 44, 1580 
249, 77, 63821 
248, 0, 63488 
6, 208, 1744 
6, 231, 1767 
5, 90, 1370 
248, 0, 63488 
254, 22, 65046 
7, 21, 1813 
6, 189, 1725 
6, 119, 1655 
2, 16, 528 
248, 0, 63488 
255, 218, 65498 
7, 43, 1835 
6, 229, 1765 
249, 204, 63948 
250, 175, 64175 
7, 34, 1826 
6, 197, 1733 
6, 124, 1660 
6, 27, 1563 
248, 0, 63488 
248, 0, 63488 
7, 76, 1868 
6, 251, 1787 
253, 210, 64978 
248, 0, 63488 
7, 54, 1846 
6, 210, 1746 
6, 135, 1671 
6, 76, 1612 
248, 0, 63488 
248, 0, 63488 
7, 90, 1882 
6, 253, 1789 
2, 240, 752 
248, 0, 63488 
6, 230, 1766 
6, 220, 1756 
6, 144, 1680 
6, 80, 1616 
252, 58, 64570 
248, 0, 63488 
5, 115, 1395 
7, 7, 1799 
6, 87, 1623 
248, 0, 63488 
1, 244, 500 
6, 226, 1762 
6, 141, 1677 
6, 74, 1610 
4, 37, 1061 
248, 0, 63488 
252, 196, 64708 
7, 10, 1802 
6, 195, 1731 
250, 94, 64094 
249, 229, 63973 
7, 1, 1793 
6, 164, 1700 
6, 92, 1628 
6, 39, 1575 
248, 0, 63488 
248, 0, 63488 
7, 38, 1830 
6, 211, 1747 
255, 24, 65304 
248, 0, 63488 
7, 43, 1835 
6, 197, 1733 
6, 121, 1657 
6, 60, 1596 
248, 0, 63488 
248, 0, 63488 
7, 69, 1861 
6, 231, 1767 
4, 45, 1069 
248, 0, 63488 
5, 199, 1479 
6, 210, 1746 
6, 131, 1667 
6, 66, 1602 
255, 243, 65523 
248, 0, 63488 
4, 197, 1221 
6, 225, 1761 
6, 135, 1671 
248, 0, 63488 
254, 239, 65263 
6, 205, 1741 
6, 120, 1656 
6, 54, 1590 
5, 106, 1386 
248, 0, 63488 
252, 4, 64516 
6, 226, 1762 
6, 152, 1688 
251, 22, 64278 
248, 0, 63488 
6, 242, 1778 
6, 147, 1683 
6, 73, 1609 
6, 20, 1556 
248, 0, 63488 
248, 0, 63488 
7, 3, 1795 
6, 173, 1709 
0, 51, 51 
248, 0, 63488 
7, 4, 1796 
6, 178, 1714 
6, 101, 1637 
6, 39, 1575 
249, 228, 63972 
248, 0, 63488 
7, 25, 1817 
6, 196, 1732 
5, 9, 1289 
248, 0, 63488 
3, 148, 916 
6, 187, 1723 
6, 107, 1643 
6, 42, 1578 
2, 89, 601 
248, 0, 63488 
1, 245, 501 
6, 210, 1746 
6, 138, 1674 
249, 230, 63974 
253, 22, 64790 
6, 180, 1716 
6, 93, 1629 
6, 25, 1561 
5, 209, 1489 
248, 0, 63488 
248, 116, 63604 
6, 216, 1752 
6, 139, 1675 
252, 123, 64635 
248, 0, 63488 
6, 211, 1747 
6, 116, 1652 
6, 44, 1580 
5, 246, 1526 
248, 0, 63488 
248, 0, 63488 
7, 19, 1811 
6, 183, 1719 
0, 69, 69 
248, 0, 63488 
5, 163, 1443 
6, 230, 1766 
6, 150, 1686 
6, 85, 1621 
251, 173, 64429 
248, 0, 63488 
5, 11, 1291 
7, 20, 1812 
6, 19, 1555 
248, 0, 63488 
3, 96, 864 
6, 236, 1772 
6, 154, 1690 
6, 88, 1624 
3, 227, 995 
248, 0, 63488 
251, 52, 64308 
7, 41, 1833 
6, 224, 1760 
249, 172, 63916 
251, 200, 64456 
7, 13, 1805 
6, 180, 1716 
6, 108, 1644 
6, 53, 1589 
248, 0, 63488 
248, 0, 63488 
7, 50, 1842 
6, 224, 1760 
254, 149, 65173 
248, 0, 63488 
7, 42, 1834 
6, 198, 1734 
6, 123, 1659 
6, 64, 1600 
248, 0, 63488 
248, 0, 63488 
7, 45, 1837 
6, 209, 1745 
4, 3, 1027 
248, 0, 63488 
6, 13, 1549 
6, 187, 1723 
6, 109, 1645 
6, 45, 1581 
255, 221, 65501 
248, 0, 63488 
4, 180, 1204 
6, 210, 1746 
6, 108, 1644 
248, 0, 63488 
253, 109, 64877 
6, 215, 1751 
6, 129, 1665 
6, 59, 1595 
5, 103, 1383 
248, 0, 63488 
251, 35, 64291 
6, 242, 1778 
6, 167, 1703 
250, 234, 64234 
248, 0, 63488 
6, 250, 1786 
6, 155, 1691 
6, 85, 1621 
6, 28, 1564 
248, 0, 63488 
248, 0, 63488 
7, 13, 1805 
6, 184, 1720 
0, 28, 28 
248, 0, 63488 
7, 3, 1795 
6, 157, 1693 
6, 85, 1621 
6, 23, 1559 
250, 23, 64023 
248, 0, 63488 
7, 10, 1802 
6, 180, 1716 
5, 23, 1303 
248, 0, 63488 
6, 39, 1575 
6, 124, 1660 
6, 50, 1586 
5, 244, 1524 
2, 19, 531 
248, 0, 63488 
0, 240, 240 
6, 176, 1712 
6, 105, 1641 
248, 184, 63672 
254, 35, 65059 
6, 151, 1687 
6, 68, 1604 
6, 3, 1539 
5, 193, 1473 
248, 0, 63488 
248, 0, 63488 
6, 200, 1736 
6, 122, 1658 
252, 254, 64766 
249, 3, 63747 
6, 172, 1708 
6, 82, 1618 
6, 12, 1548 
5, 215, 1495 
248, 0, 63488 
248, 0, 63488 
6, 226, 1762 
6, 137, 1673 
1, 138, 394 
248, 0, 63488 
6, 91, 1627 
6, 144, 1680 
6, 68, 1604 
6, 5, 1541 
252, 86, 64598 
248, 0, 63488 
5, 212, 1492 
6, 189, 1725 
5, 188, 1468 
248, 0, 63488 
1, 90, 346 
6, 187, 1723 
6, 106, 1642 
6, 40, 1576 
4, 67, 1091 
248, 0, 63488 
254, 148, 65172 
6, 214, 1750 
6, 146, 1682 
249, 35, 63779 
248, 217, 63705 
6, 234, 1770 
6, 145, 1681 
6, 72, 1608 
6, 19, 1555 
248, 0, 63488 
248, 0, 63488 
6, 249, 1785 
6, 168, 1704 
253, 229, 64997 
248, 0, 63488 
7, 8, 1800 
6, 165, 1701 
6, 90, 1626 
6, 33, 1569 
248, 0, 63488 
248, 0, 63488 
7, 21, 1813 
6, 183, 1719 
3, 196, 964 
248, 0, 63488 
4, 169, 1193 
6, 194, 1730 
6, 114, 1650 
6, 49, 1585 
255, 186, 65466 
248, 0, 63488 
4, 155, 1179 
6, 214, 1750 
6, 118, 1654 
248, 0, 63488 
252, 181, 64693 
6, 233, 1769 
6, 147, 1683 
6, 77, 1613 
5, 135, 1415 
248, 0, 63488 
251, 111, 64367 
6, 250, 1786 
6, 177, 1713 
250, 204, 64204 
248, 0, 63488 
7, 12, 1804 
6, 172, 1708 
6, 100, 1636 
6, 43, 1579 
248, 0, 63488 
248, 0, 63488 
7, 22, 1814 
6, 193, 1729 
0, 27, 27 
248, 0, 63488 
7, 1, 1793 
6, 203, 1739 
6, 125, 1661 
6, 65, 1601 
249, 252, 63996 
248, 0, 63488 
7, 42, 1834 
6, 220, 1756 
5, 56, 1336 
248, 0, 63488 
2, 187, 699 
6, 220, 1756 
6, 139, 1675 
6, 73, 1609 
2, 128, 640 
248, 0, 63488 
1, 101, 357 
6, 241, 1777 
6, 169, 1705 
248, 0, 63488 
249, 88, 63832 
7, 19, 1811 
